Epoch;Iterations;Time [s];Data;G_GAN;G_L1;D_real;D_fake
7;4832;0.004;0.008;0.292;3.355;0.191;0.279
7;5232;0.003;0.101;0.362;3.140;0.193;0.241
7;5632;0.004;0.008;0.344;3.096;0.241;0.203
7;6032;0.003;0.011;0.350;3.423;0.375;0.063
7;6432;0.005;0.129;0.305;3.236;0.184;0.238
7;6832;0.003;0.008;0.264;3.103;0.237;0.242
7;7232;0.003;0.009;0.341;2.930;0.166;0.217
7;7632;0.003;0.010;0.411;3.169;0.181;0.269
7;8032;0.003;0.101;0.301;2.685;0.165;0.291
7;8432;0.006;0.006;0.315;3.496;0.170;0.186
7;8832;0.004;0.008;0.327;3.146;0.374;0.100
7;9232;0.004;0.006;0.402;2.880;0.206;0.183
7;9632;0.003;0.121;0.403;3.259;0.125;0.226
7;10032;0.004;0.006;0.305;2.891;0.208;0.221
7;10432;0.006;0.005;0.450;2.815;0.224;0.278
7;10832;0.003;0.006;0.198;3.523;0.246;0.194
7;11232;0.003;0.086;0.281;2.515;0.209;0.225
7;11632;0.004;0.007;0.467;2.818;0.175;0.250
7;12032;0.003;0.012;0.452;2.821;0.128;0.346
7;12432;0.005;0.006;0.529;3.221;0.336;0.456
7;12832;0.003;0.042;0.304;3.311;0.287;0.147
7;13232;0.004;0.009;0.373;3.042;0.244;0.165
7;13632;0.003;0.009;0.290;2.763;0.248;0.162
7;14032;0.003;0.010;0.298;2.818;0.160;0.219
7;14432;0.005;0.045;0.265;2.804;0.422;0.083
7;14832;0.003;0.006;0.298;3.337;0.316;0.145
7;15232;0.004;0.006;0.314;3.789;0.212;0.197
7;15632;0.003;0.007;0.479;3.203;0.150;0.225
7;16032;0.004;0.041;0.378;3.155;0.259;0.229
7;16432;0.005;0.068;0.348;3.187;0.309;0.121
7;16832;0.004;0.006;0.266;3.619;0.316;0.148
7;17232;0.003;0.007;0.547;3.336;0.236;0.465
7;17632;0.004;0.015;0.230;2.826;0.351;0.141
7;18032;0.003;0.035;0.243;3.058;0.254;0.185
7;18432;0.005;0.006;0.338;3.129;0.237;0.218
7;18832;0.003;0.006;0.253;3.269;0.240;0.153
7;19232;0.004;0.006;0.326;2.639;0.280;0.187
7;19632;0.003;0.057;0.239;2.813;0.322;0.166
7;20032;0.003;0.007;0.394;3.036;0.209;0.191
7;20432;0.005;0.010;0.439;2.698;0.126;0.302
7;20832;0.004;0.006;0.590;3.685;0.122;0.348
7;21232;0.003;0.062;0.415;2.949;0.151;0.291
7;21632;0.004;0.006;0.320;2.435;0.264;0.198
7;22032;0.004;0.006;0.453;3.013;0.163;0.251
7;22432;0.006;0.007;0.356;3.198;0.278;0.252
7;22832;0.003;0.051;0.298;2.387;0.195;0.218
7;23232;0.004;0.006;0.334;2.715;0.275;0.221
7;23632;0.004;0.006;0.287;2.935;0.250;0.217
7;24032;0.004;0.010;0.530;2.773;0.138;0.300
7;24432;0.005;0.093;0.279;3.128;0.246;0.186
7;24832;0.003;0.005;0.348;2.876;0.253;0.134
7;25232;0.004;0.008;0.269;2.921;0.181;0.239
7;25632;0.006;0.090;0.359;2.705;0.194;0.239
7;26032;0.004;0.007;0.432;3.183;0.104;0.422
7;26432;0.005;0.007;0.276;2.916;0.301;0.157
7;26832;0.004;0.006;0.417;2.701;0.243;0.160
7;27232;0.004;0.011;0.410;2.785;0.159;0.280
7;27632;0.003;0.009;0.322;4.142;0.180;0.236
7;28032;0.003;0.061;0.376;3.054;0.190;0.266
7;28432;0.006;0.006;0.283;2.975;0.279;0.150
7;28832;0.004;0.010;0.288;2.899;0.310;0.128
7;29232;0.004;0.008;0.308;2.608;0.321;0.173
7;29632;0.003;0.109;0.452;3.049;0.130;0.339
7;30032;0.004;0.008;0.449;3.063;0.136;0.281
7;30432;0.006;0.006;0.243;2.815;0.239;0.209
7;30832;0.004;0.009;0.234;3.158;0.385;0.131
8;304;0.007;0.064;0.455;3.518;0.162;0.268
8;704;0.003;0.012;0.385;3.404;0.256;0.245
8;1104;0.003;0.071;0.347;2.450;0.198;0.203
8;1504;0.005;0.008;0.382;2.775;0.144;0.357
8;1904;0.003;0.008;0.340;2.666;0.216;0.241
8;2304;0.003;0.006;0.396;2.880;0.174;0.225
8;2704;0.003;0.007;0.518;2.934;0.115;0.351
8;3104;0.004;0.009;0.251;2.802;0.452;0.066
8;3504;0.005;0.031;0.348;2.737;0.218;0.166
8;3904;0.003;0.006;0.312;2.673;0.235;0.234
8;4304;0.004;0.013;0.365;3.091;0.203;0.219
8;4704;0.003;0.013;0.298;2.761;0.308;0.183
8;5104;0.003;0.008;0.315;2.453;0.225;0.205
8;5504;0.005;0.035;0.254;2.869;0.250;0.205
8;5904;0.003;0.005;0.257;2.734;0.215;0.200
8;6304;0.003;0.011;0.348;2.588;0.198;0.178
8;6704;0.003;0.008;0.318;3.070;0.218;0.162
8;7104;0.003;0.083;0.333;3.382;0.206;0.200
8;7504;0.006;0.009;0.348;2.927;0.192;0.211
8;7904;0.004;0.007;0.387;2.999;0.200;0.185
8;8304;0.003;0.080;0.274;3.267;0.245;0.178
8;8704;0.003;0.011;0.209;2.816;0.235;0.165
8;9104;0.003;0.008;0.281;2.682;0.257;0.201
8;9504;0.006;0.006;0.220;3.041;0.197;0.218
8;9904;0.003;0.012;0.263;3.447;0.290;0.144
8;10304;0.003;0.007;0.289;2.625;0.268;0.171
8;10704;0.004;0.009;0.261;2.316;0.239;0.203
8;11104;0.004;0.006;0.286;3.176;0.210;0.195
8;11504;0.005;0.021;0.319;2.723;0.170;0.253
8;11904;0.003;0.009;0.332;2.393;0.182;0.260
8;12304;0.004;0.006;0.374;2.917;0.186;0.233
8;12704;0.004;0.011;0.286;2.921;0.236;0.210
8;13104;0.003;0.069;0.330;2.782;0.275;0.159
8;13504;0.006;0.010;0.294;2.903;0.287;0.109
8;13904;0.004;0.005;0.350;3.155;0.203;0.270
8;14304;0.004;0.008;0.404;3.081;0.134;0.267
8;14704;0.003;0.056;0.255;2.914;0.360;0.145
8;15104;0.003;0.010;0.338;3.233;0.213;0.182
8;15504;0.006;0.008;0.357;2.643;0.237;0.242
8;15904;0.003;0.012;0.463;2.971;0.202;0.290
8;16304;0.003;0.010;0.400;3.019;0.142;0.269
8;16704;0.004;0.006;0.411;2.829;0.129;0.279
8;17104;0.003;0.009;0.281;2.745;0.311;0.159
8;17504;0.007;0.013;0.335;3.534;0.189;0.209
8;17904;0.003;0.051;0.316;2.404;0.245;0.198
8;18304;0.004;0.006;0.238;2.973;0.247;0.230
8;18704;0.003;0.008;0.331;2.497;0.167;0.215
8;19104;0.003;0.012;0.515;3.458;0.161;0.217
8;19504;0.006;0.010;0.311;2.780;0.225;0.219
8;19904;0.003;0.008;0.389;2.855;0.214;0.309
8;20304;0.003;0.013;0.591;3.487;0.165;0.273
8;20704;0.003;0.009;0.293;2.829;0.331;0.118
8;21104;0.003;0.012;0.307;2.466;0.211;0.173
8;21504;0.006;0.007;0.363;3.407;0.304;0.128
8;21904;0.003;0.010;0.319;2.922;0.300;0.202
8;22304;0.003;0.039;0.321;2.825;0.224;0.189
8;22704;0.004;0.054;0.268;2.850;0.335;0.102
8;23104;0.004;0.006;0.405;2.730;0.174;0.269
8;23504;0.006;0.096;0.326;3.000;0.263;0.164
8;23904;0.003;0.005;0.324;2.285;0.213;0.228
8;24304;0.003;0.039;0.221;2.572;0.322;0.154
8;24704;0.004;0.006;0.380;2.619;0.242;0.179
8;25104;0.004;0.006;0.302;2.962;0.314;0.114
8;25504;0.005;0.008;0.359;2.765;0.154;0.306
8;25904;0.003;0.009;0.220;2.544;0.439;0.097
8;26304;0.003;0.009;0.285;2.861;0.338;0.148
8;26704;0.003;0.009;0.335;2.963;0.210;0.264
8;27104;0.003;0.012;0.265;3.139;0.231;0.190
8;27504;0.007;0.010;0.548;3.088;0.133;0.314
8;27904;0.003;0.039;0.493;3.235;0.111;0.311
8;28304;0.003;0.008;0.213;2.130;0.243;0.241
8;28704;0.004;0.007;0.455;2.793;0.141;0.294
8;29104;0.004;0.011;0.308;3.161;0.258;0.163
8;29504;0.006;0.115;0.468;2.930;0.162;0.269
8;29904;0.003;0.008;0.377;2.636;0.180;0.237
8;30304;0.003;0.006;0.323;2.893;0.228;0.226
8;30704;0.004;0.009;0.429;2.837;0.245;0.271
9;176;0.006;0.091;0.204;2.895;0.490;0.065
9;576;0.006;0.006;0.296;2.987;0.287;0.138
9;976;0.003;0.011;0.364;2.978;0.173;0.199
9;1376;0.003;0.065;0.274;2.744;0.275;0.159
9;1776;0.004;0.006;0.330;2.603;0.182;0.271
9;2176;0.004;0.006;0.245;3.101;0.271;0.169
9;2576;0.005;0.009;0.288;3.210;0.268;0.147
9;2976;0.003;0.009;0.188;2.419;0.279;0.153
9;3376;0.004;0.007;0.288;2.811;0.457;0.121
9;3776;0.003;0.007;0.319;2.849;0.247;0.211
9;4176;0.003;0.008;0.216;2.842;0.364;0.103
9;4576;0.005;0.093;0.539;2.864;0.104;0.270
9;4976;0.004;0.011;0.424;3.319;0.170;0.287
9;5376;0.003;0.060;0.281;3.043;0.269;0.180
9;5776;0.003;0.006;0.566;2.649;0.124;0.299
9;6176;0.003;0.010;0.303;2.895;0.280;0.159
9;6576;0.006;0.007;0.300;2.927;0.198;0.203
9;6976;0.004;0.007;0.231;2.909;0.261;0.156
9;7376;0.004;0.006;0.485;2.585;0.124;0.332
9;7776;0.003;0.099;0.400;3.224;0.219;0.249
9;8176;0.004;0.010;0.332;2.778;0.236;0.225
9;8576;0.005;0.073;0.351;2.569;0.203;0.220
9;8976;0.004;0.006;0.341;3.016;0.232;0.247
9;9376;0.004;0.007;0.291;2.946;0.240;0.217
9;9776;0.003;0.009;0.310;2.441;0.197;0.260
9;10176;0.003;0.085;0.225;2.693;0.205;0.234
9;10576;0.005;0.007;0.322;2.747;0.203;0.186
9;10976;0.004;0.006;0.246;2.737;0.225;0.220
9;11376;0.004;0.006;0.358;2.904;0.180;0.294
9;11776;0.003;0.114;0.376;2.713;0.194;0.261
9;12176;0.003;0.009;0.281;3.375;0.330;0.116
9;12576;0.006;0.006;0.305;2.624;0.341;0.120
9;12976;0.003;0.009;0.321;3.004;0.230;0.168
9;13376;0.003;0.008;0.253;2.767;0.310;0.147
9;13776;0.003;0.024;0.285;2.432;0.304;0.176
9;14176;0.004;0.007;0.312;2.479;0.189;0.227
9;14576;0.005;0.007;0.306;2.787;0.266;0.161
9;14976;0.003;0.009;0.345;2.843;0.239;0.201
9;15376;0.003;0.084;0.344;2.305;0.181;0.203
9;15776;0.003;0.007;0.236;2.527;0.268;0.166
9;16176;0.003;0.009;0.340;2.580;0.239;0.194
9;16576;0.006;0.007;0.329;2.476;0.251;0.176
9;16976;0.003;0.018;0.309;2.695;0.168;0.240
9;17376;0.003;0.066;0.260;3.505;0.188;0.218
9;17776;0.003;0.008;0.245;2.979;0.401;0.124
9;18176;0.004;0.009;0.264;2.587;0.343;0.170
9;18576;0.005;0.013;0.339;2.654;0.277;0.126
9;18976;0.003;0.018;0.419;3.323;0.199;0.211
9;19376;0.004;0.007;0.318;2.640;0.248;0.179
9;19776;0.003;0.006;0.344;3.128;0.224;0.226
9;20176;0.003;0.055;0.518;3.120;0.107;0.343
9;20576;0.007;0.079;0.246;2.819;0.299;0.156
9;20976;0.003;0.008;0.265;2.933;0.237;0.201
9;21376;0.003;0.007;0.295;2.484;0.183;0.217
9;21776;0.003;0.010;0.376;2.539;0.180;0.220
9;22176;0.003;0.041;0.264;2.407;0.341;0.139
9;22576;0.005;0.007;0.328;2.529;0.231;0.175
9;22976;0.003;0.006;0.283;2.528;0.313;0.127
9;23376;0.003;0.038;0.436;2.699;0.150;0.304
9;23776;0.003;0.069;0.242;2.982;0.346;0.138
9;24176;0.003;0.036;0.408;2.805;0.193;0.259
9;24576;0.007;0.007;0.457;2.865;0.155;0.251
9;24976;0.003;0.014;0.307;2.427;0.175;0.209
9;25376;0.003;0.058;0.264;2.597;0.425;0.124
9;25776;0.003;0.007;0.255;2.365;0.273;0.215
9;26176;0.004;0.008;0.228;3.117;0.315;0.201
9;26576;0.006;0.009;0.357;2.352;0.257;0.194
9;26976;0.004;0.013;0.383;2.347;0.195;0.256
9;27376;0.003;0.011;0.329;2.697;0.253;0.178
9;27776;0.004;0.006;0.322;2.551;0.202;0.254
9;28176;0.003;0.085;0.350;2.811;0.190;0.233
9;28576;0.006;0.021;0.380;2.524;0.171;0.283
9;28976;0.003;0.011;0.270;3.435;0.234;0.209
9;29376;0.004;0.007;0.331;2.544;0.277;0.201
9;29776;0.003;0.062;0.302;2.917;0.238;0.185
9;30176;0.003;0.006;0.298;2.551;0.204;0.191
9;30576;0.005;0.007;0.413;2.455;0.157;0.270
10;48;0.007;0.007;0.355;2.589;0.257;0.200
10;448;0.003;0.008;0.313;3.267;0.233;0.154
10;848;0.003;0.106;0.420;2.831;0.162;0.291
10;1248;0.004;0.007;0.392;2.554;0.175;0.240
10;1648;0.007;0.007;0.419;2.429;0.188;0.289
10;2048;0.003;0.006;0.376;3.088;0.199;0.221
10;2448;0.003;0.050;0.639;2.697;0.605;0.313
10;2848;0.004;0.007;0.317;2.415;0.184;0.242
10;3248;0.004;0.009;0.278;2.600;0.257;0.164
10;3648;0.005;0.025;0.338;2.486;0.173;0.260
10;4048;0.003;0.103;0.318;2.376;0.252;0.179
10;4448;0.003;0.006;0.295;2.575;0.177;0.251
10;4848;0.004;0.006;0.275;2.664;0.275;0.174
10;5248;0.004;0.008;0.335;2.659;0.219;0.194
10;5648;0.005;0.036;0.244;2.059;0.222;0.239
10;6048;0.003;0.006;0.301;2.602;0.246;0.184
10;6448;0.004;0.009;0.286;2.169;0.207;0.251
10;6848;0.004;0.007;0.442;2.655;0.139;0.215
10;7248;0.003;0.073;0.307;2.706;0.193;0.217
10;7648;0.006;0.007;0.313;2.814;0.257;0.203
10;8048;0.003;0.009;0.313;2.622;0.191;0.221
10;8448;0.003;0.006;0.383;2.696;0.202;0.214
10;8848;0.003;0.052;0.427;2.921;0.123;0.262
10;9248;0.003;0.006;0.348;2.319;0.178;0.245
10;9648;0.005;0.006;0.353;2.484;0.175;0.213
10;10048;0.004;0.008;0.267;2.322;0.338;0.145
10;10448;0.003;0.102;0.303;2.409;0.291;0.131
10;10848;0.004;0.006;0.266;2.629;0.246;0.218
10;11248;0.003;0.010;0.364;2.322;0.220;0.181
10;11648;0.005;0.006;0.327;2.688;0.206;0.194
10;12048;0.003;0.008;0.217;2.785;0.346;0.121
10;12448;0.004;0.006;0.262;2.696;0.253;0.176
10;12848;0.003;0.009;0.306;2.491;0.238;0.191
10;13248;0.003;0.015;0.399;2.516;0.215;0.249
10;13648;0.005;0.059;0.308;2.500;0.210;0.226
10;14048;0.003;0.006;0.186;3.274;0.516;0.057
10;14448;0.003;0.060;0.344;2.661;0.219;0.203
10;14848;0.003;0.014;0.276;2.772;0.286;0.147
10;15248;0.003;0.009;0.230;2.788;0.248;0.236
10;15648;0.007;0.006;0.250;2.486;0.265;0.143
10;16048;0.003;0.009;0.374;2.575;0.197;0.204
10;16448;0.003;0.011;0.285;2.500;0.211;0.180
10;16848;0.003;0.024;0.395;2.396;0.153;0.296
10;17248;0.003;0.005;0.409;2.304;0.133;0.337
10;17648;0.006;0.007;0.256;2.599;0.242;0.199
10;18048;0.003;0.006;0.341;2.364;0.212;0.149
10;18448;0.003;0.023;0.351;2.506;0.226;0.227
10;18848;0.003;0.010;0.220;2.505;0.582;0.083
10;19248;0.003;0.006;0.348;2.771;0.270;0.202
10;19648;0.005;0.083;0.224;3.197;0.337;0.161
10;20048;0.003;0.007;0.304;2.271;0.205;0.238
10;20448;0.004;0.007;0.276;3.122;0.235;0.248
10;20848;0.004;0.007;0.324;3.315;0.211;0.230
10;21248;0.003;0.084;0.236;2.291;0.234;0.201
10;21648;0.007;0.005;0.362;3.005;0.216;0.178
10;22048;0.003;0.006;0.431;2.838;0.112;0.410
10;22448;0.003;0.010;0.647;2.653;0.115;0.411
10;22848;0.004;0.010;0.388;2.530;0.197;0.233
10;23248;0.003;0.058;0.345;2.908;0.254;0.171
10;23648;0.005;0.019;0.460;2.997;0.186;0.237
10;24048;0.004;0.006;0.303;2.737;0.233;0.140
10;24448;0.004;0.007;0.339;2.612;0.166;0.241
10;24848;0.003;0.034;0.245;2.362;0.279;0.168
10;25248;0.004;0.012;0.304;2.653;0.307;0.097
10;25648;0.005;0.030;0.330;2.727;0.194;0.247
10;26048;0.004;0.007;0.359;3.276;0.149;0.264
10;26448;0.003;0.012;0.352;2.351;0.205;0.231
10;26848;0.004;0.008;0.269;2.701;0.183;0.214
10;27248;0.003;0.089;0.211;2.697;0.351;0.109
10;27648;0.006;0.006;0.299;2.816;0.263;0.171
10;28048;0.003;0.044;0.543;2.495;0.147;0.293
10;28448;0.003;0.006;0.270;2.729;0.234;0.173
10;28848;0.004;0.011;0.494;2.793;0.108;0.286
10;29248;0.003;0.008;0.281;2.982;0.235;0.214
10;29648;0.006;0.075;0.280;2.471;0.320;0.145
10;30048;0.003;0.008;0.283;3.394;0.336;0.137
10;30448;0.004;0.006;0.487;2.774;0.185;0.283
10;30848;0.003;0.008;0.359;2.733;0.183;0.209
11;320;0.006;0.054;0.283;2.421;0.365;0.099
11;720;0.006;0.054;0.374;2.468;0.268;0.244
11;1120;0.003;0.006;0.447;2.373;0.106;0.272
11;1520;0.004;0.008;0.346;2.543;0.146;0.342
11;1920;0.003;0.019;0.411;2.646;0.148;0.217
11;2320;0.003;0.009;0.274;2.802;0.322;0.145
11;2720;0.005;0.034;0.388;2.961;0.169;0.246
11;3120;0.004;0.012;0.325;2.625;0.255;0.235
11;3520;0.004;0.006;0.303;2.894;0.266;0.141
11;3920;0.004;0.007;0.281;2.451;0.168;0.200
11;4320;0.003;0.102;0.352;2.600;0.198;0.221
11;4720;0.005;0.007;0.311;2.520;0.216;0.257
11;5120;0.004;0.010;0.260;2.760;0.287;0.159
11;5520;0.004;0.006;0.353;2.479;0.246;0.222
11;5920;0.003;0.092;0.297;2.913;0.269;0.206
11;6320;0.003;0.010;0.295;2.421;0.174;0.289
11;6720;0.005;0.007;0.298;2.510;0.186;0.257
11;7120;0.003;0.014;0.414;3.501;0.161;0.211
11;7520;0.004;0.064;0.312;2.793;0.228;0.205
11;7920;0.004;0.007;0.568;2.812;0.142;0.250
11;8320;0.004;0.009;0.606;2.585;0.121;0.310
11;8720;0.005;0.075;0.251;2.459;0.322;0.145
11;9120;0.003;0.006;0.275;3.300;0.492;0.087
11;9520;0.004;0.007;0.324;2.768;0.200;0.188
11;9920;0.004;0.008;0.366;2.868;0.168;0.231
11;10320;0.003;0.077;0.226;2.427;0.303;0.149
11;10720;0.006;0.008;0.393;2.733;0.169;0.250
11;11120;0.003;0.007;0.310;2.745;0.244;0.216
11;11520;0.004;0.006;0.265;2.446;0.333;0.115
11;11920;0.003;0.086;0.375;2.382;0.158;0.250
11;12320;0.003;0.057;0.344;2.826;0.199;0.221
11;12720;0.006;0.012;0.436;3.008;0.116;0.241
11;13120;0.003;0.010;0.383;2.445;0.175;0.247
11;13520;0.004;0.009;0.286;2.552;0.208;0.239
11;13920;0.003;0.117;0.346;2.735;0.200;0.185
11;14320;0.003;0.009;0.311;2.377;0.215;0.229
11;14720;0.006;0.008;0.273;2.709;0.280;0.175
11;15120;0.003;0.007;0.213;2.563;0.337;0.125
11;15520;0.003;0.014;0.506;2.726;0.158;0.318
11;15920;0.004;0.050;0.261;3.280;0.241;0.203
11;16320;0.003;0.012;0.285;2.524;0.211;0.202
11;16720;0.006;0.009;0.327;2.991;0.231;0.228
11;17120;0.003;0.023;0.226;2.483;0.401;0.114
11;17520;0.003;0.008;0.325;3.576;0.251;0.168
11;17920;0.003;0.006;0.191;2.365;0.388;0.131
11;18320;0.003;0.007;0.335;3.436;0.221;0.206
11;18720;0.006;0.008;0.374;2.362;0.155;0.240
11;19120;0.003;0.014;0.473;2.846;0.111;0.264
11;19520;0.003;0.010;0.326;2.753;0.253;0.179
11;19920;0.004;0.009;0.593;2.529;0.119;0.291
11;20320;0.003;0.009;0.331;2.413;0.198;0.227
11;20720;0.005;0.066;0.289;2.178;0.294;0.180
11;21120;0.003;0.005;0.847;2.503;0.738;0.229
11;21520;0.003;0.010;0.311;2.919;0.252;0.221
11;21920;0.003;0.007;0.299;2.991;0.215;0.204
11;22320;0.004;0.020;0.334;2.856;0.219;0.248
11;22720;0.006;0.011;0.320;2.319;0.237;0.178
11;23120;0.003;0.011;0.317;2.866;0.206;0.231
11;23520;0.004;0.010;0.333;3.185;0.238;0.196
11;23920;0.004;0.006;0.324;2.456;0.191;0.212
11;24320;0.004;0.006;0.389;2.243;0.171;0.232
11;24720;0.005;0.122;0.402;2.773;0.197;0.244
11;25120;0.003;0.006;0.290;2.325;0.188;0.219
11;25520;0.004;0.006;0.336;2.841;0.239;0.213
11;25920;0.004;0.010;0.310;2.639;0.259;0.182
11;26320;0.003;0.133;0.390;2.770;0.136;0.266
11;26720;0.007;0.009;0.319;2.811;0.221;0.217
11;27120;0.004;0.013;0.338;2.860;0.254;0.207
11;27520;0.003;0.008;0.238;2.442;0.336;0.128
11;27920;0.003;0.096;0.309;2.583;0.176;0.276
11;28320;0.003;0.006;0.326;2.349;0.184;0.273
11;28720;0.006;0.030;0.378;3.001;0.230;0.188
11;29120;0.003;0.010;0.315;2.786;0.202;0.263
11;29520;0.003;0.044;0.183;3.165;0.316;0.142
11;29920;0.004;0.006;0.406;3.241;0.199;0.277
11;30320;0.003;0.007;0.325;2.612;0.202;0.237
11;30720;0.005;0.019;0.305;2.497;0.232;0.196
12;192;0.006;0.009;0.217;2.563;0.388;0.114
12;592;0.003;0.018;0.377;2.401;0.176;0.340
12;992;0.003;0.073;0.197;2.880;0.408;0.148
12;1392;0.003;0.131;0.242;2.128;0.247;0.185
12;1792;0.007;0.011;0.301;2.540;0.227;0.166
12;2192;0.003;0.010;0.241;2.468;0.374;0.097
12;2592;0.004;0.010;0.229;2.773;0.307;0.149
12;2992;0.003;0.033;0.324;3.244;0.212;0.237
12;3392;0.003;0.012;0.245;2.684;0.194;0.234
12;3792;0.006;0.006;0.353;2.376;0.199;0.215
12;4192;0.003;0.006;0.329;2.893;0.201;0.189
12;4592;0.003;0.074;0.260;2.434;0.308;0.134
12;4992;0.003;0.006;0.270;3.139;0.283;0.207
12;5392;0.003;0.006;0.281;2.643;0.200;0.241
12;5792;0.007;0.009;0.303;2.768;0.243;0.198
12;6192;0.003;0.055;0.353;2.596;0.156;0.255
12;6592;0.004;0.009;0.258;2.270;0.220;0.226
12;6992;0.004;0.008;0.190;2.823;0.368;0.113
12;7392;0.003;0.006;0.291;2.649;0.307;0.165
12;7792;0.006;0.068;0.268;2.622;0.262;0.196
12;8192;0.003;0.012;0.499;2.622;0.120;0.315
12;8592;0.003;0.006;0.392;2.751;0.182;0.238
12;8992;0.003;0.010;0.413;2.483;0.182;0.241
12;9392;0.003;0.103;0.365;2.985;0.242;0.231
12;9792;0.006;0.009;0.328;2.611;0.210;0.215
12;10192;0.003;0.008;0.367;2.440;0.188;0.220
12;10592;0.003;0.011;0.248;2.661;0.353;0.132
12;10992;0.003;0.064;0.246;2.649;0.316;0.133
12;11392;0.003;0.007;0.460;2.502;0.174;0.254
12;11792;0.006;0.013;0.262;2.846;0.290;0.209
12;12192;0.003;0.010;0.281;2.656;0.298;0.146
12;12592;0.004;0.009;0.555;3.144;0.101;0.346
12;12992;0.004;0.009;0.149;2.598;0.550;0.082
12;13392;0.004;0.011;0.264;2.859;0.286;0.162
12;13792;0.006;0.073;0.269;2.624;0.232;0.201
12;14192;0.004;0.010;0.374;2.586;0.231;0.160
12;14592;0.004;0.009;0.266;2.557;0.278;0.166
12;14992;0.003;0.008;0.319;3.277;0.269;0.256
12;15392;0.003;0.110;0.331;2.548;0.272;0.186
12;15792;0.006;0.006;0.316;2.304;0.209;0.265
12;16192;0.004;0.006;0.179;2.729;0.370;0.113
12;16592;0.003;0.044;0.345;3.007;0.208;0.200
12;16992;0.003;0.057;0.272;2.419;0.263;0.190
12;17392;0.003;0.006;0.213;2.402;0.234;0.183
12;17792;0.005;0.006;0.435;2.543;0.199;0.220
12;18192;0.003;0.009;0.296;2.162;0.258;0.202
12;18592;0.003;0.074;0.244;2.222;0.310;0.182
12;18992;0.003;0.006;0.249;2.222;0.253;0.215
12;19392;0.004;0.005;0.313;3.321;0.209;0.217
12;19792;0.007;0.007;0.311;2.804;0.252;0.185
12;20192;0.003;0.010;0.413;2.734;0.190;0.203
12;20592;0.003;0.017;0.308;2.338;0.208;0.213
12;20992;0.003;0.024;0.326;2.244;0.217;0.227
12;21392;0.003;0.006;0.265;1.876;0.277;0.187
12;21792;0.006;0.008;0.329;2.307;0.183;0.281
12;22192;0.003;0.008;0.260;2.190;0.247;0.210
12;22592;0.004;0.014;0.248;2.684;0.378;0.123
12;22992;0.003;0.006;0.428;2.323;0.104;0.405
12;23392;0.003;0.013;0.311;2.498;0.338;0.156
12;23792;0.005;0.084;0.363;2.733;0.231;0.201
12;24192;0.004;0.006;0.336;2.569;0.251;0.200
12;24592;0.004;0.006;0.503;2.898;0.143;0.347
12;24992;0.003;0.009;0.513;2.271;0.123;0.351
12;25392;0.003;0.069;0.253;2.049;0.219;0.213
12;25792;0.006;0.039;0.326;2.405;0.190;0.210
12;26192;0.003;0.011;0.331;2.430;0.223;0.198
12;26592;0.004;0.007;0.235;3.019;0.349;0.170
12;26992;0.003;0.008;0.492;2.468;0.191;0.245
12;27392;0.004;0.006;0.393;2.775;0.190;0.234
12;27792;0.006;0.089;0.406;2.579;0.192;0.238
12;28192;0.003;0.006;0.357;3.228;0.212;0.271
12;28592;0.003;0.014;0.447;2.450;0.166;0.302
12;28992;0.003;0.006;0.319;2.255;0.201;0.253
12;29392;0.003;0.054;0.248;2.574;0.343;0.111
12;29792;0.005;0.006;0.418;2.743;0.195;0.248
12;30192;0.003;0.008;0.451;2.349;0.103;0.349
12;30592;0.003;0.007;0.386;2.342;0.171;0.255
13;64;0.006;0.111;0.246;2.446;0.227;0.251
13;464;0.003;0.074;0.340;2.719;0.217;0.239
13;864;0.006;0.006;0.271;2.575;0.258;0.188
13;1264;0.003;0.007;0.438;2.400;0.156;0.310
13;1664;0.003;0.010;0.338;2.344;0.195;0.248
13;2064;0.003;0.096;0.351;2.699;0.205;0.188
13;2464;0.003;0.010;0.419;2.535;0.182;0.264
13;2864;0.007;0.008;0.319;2.399;0.181;0.247
13;3264;0.004;0.007;0.350;2.238;0.246;0.155
13;3664;0.003;0.060;0.161;2.517;0.417;0.118
13;4064;0.004;0.006;0.241;2.080;0.273;0.216
13;4464;0.003;0.006;0.214;2.304;0.332;0.136
13;4864;0.007;0.008;0.320;2.225;0.251;0.237
13;5264;0.003;0.048;0.299;2.300;0.175;0.269
13;5664;0.003;0.008;0.240;2.174;0.343;0.144
13;6064;0.004;0.009;0.244;2.761;0.243;0.194
13;6464;0.003;0.006;0.196;2.920;0.289;0.142
13;6864;0.005;0.074;0.356;3.044;0.247;0.234
13;7264;0.004;0.005;0.332;2.772;0.190;0.225
13;7664;0.003;0.009;0.320;2.542;0.193;0.228
13;8064;0.003;0.010;0.302;2.747;0.253;0.184
13;8464;0.003;0.105;0.470;2.665;0.183;0.281
13;8864;0.006;0.007;0.288;2.581;0.269;0.133
13;9264;0.003;0.006;0.640;2.608;0.127;0.348
13;9664;0.004;0.031;0.385;2.863;0.161;0.288
13;10064;0.004;0.007;0.464;2.622;0.192;0.271
13;10464;0.003;0.032;0.376;2.525;0.209;0.188
13;10864;0.006;0.030;0.236;2.582;0.340;0.134
13;11264;0.003;0.010;0.300;2.145;0.225;0.200
13;11664;0.003;0.007;0.351;2.540;0.210;0.233
