Epoch;G_GAN;G_L1;D_real;D_fake
141;0.580551282051282;1.7896025641025641;0.15998717948717947;0.16765384615384615
142;0.5347792207792208;1.672805194805195;0.1678051948051948;0.17093506493506494
143;0.5892597402597403;1.7458831168831168;0.14949350649350648;0.1227012987012987
144;0.5675128205128205;1.7167179487179487;0.16487179487179487;0.14815384615384614
145;0.6374675324675325;1.7520649350649349;0.11868831168831168;0.13346753246753246
146;0.5900779220779221;1.7690259740259742;0.1426103896103896;0.12363636363636363
147;0.5965769230769231;1.730076923076923;0.13798717948717948;0.12176923076923075
148;0.6105714285714287;1.7717142857142856;0.15098701298701298;0.11618181818181818
149;0.6206233766233766;1.7174675324675326;0.14564935064935064;0.1201038961038961
150;0.580551282051282;1.7361410256410257;0.14115384615384616;0.11187179487179488
151;0.623103896103896;1.770012987012987;0.1371948051948052;0.12206493506493507
152;0.5994675324675325;1.7827792207792208;0.14214285714285715;0.1145844155844156
153;0.5888961038961039;1.7606493506493506;0.14922077922077923;0.10788311688311689
154;0.6337435897435898;1.7555;0.12775641025641024;0.11742307692307694
155;0.6105454545454545;1.7384675324675325;0.14258441558441556;0.11215584415584415
156;0.6315714285714286;1.783896103896104;0.13357142857142856;0.12027272727272728
157;0.5769871794871795;1.7455384615384613;0.15170512820512821;0.10733333333333334
158;0.6013636363636363;1.767064935064935;0.15128571428571427;0.11253246753246754
159;0.6031818181818182;1.7667662337662338;0.14050649350649352;0.12228571428571429
160;0.6082435897435897;1.7487435897435897;0.14241025641025643;0.1142051282051282
161;0.6161948051948052;1.7240909090909091;0.1394025974025974;0.11645454545454546
162;0.6294935064935065;1.7331818181818184;0.12642857142857142;0.1257922077922078
163;0.6264358974358974;1.7730384615384616;0.1296025641025641;0.12098717948717948
164;0.5977142857142858;1.7444155844155844;0.13814285714285715;0.10723376623376622
165;0.6318181818181818;1.7395194805194807;0.12616883116883118;0.11862337662337663
166;0.6037179487179488;1.7733846153846156;0.13534615384615384;0.10528205128205127
167;0.6297012987012988;1.7444025974025972;0.12561038961038962;0.12458441558441559
168;0.6003246753246754;1.7356753246753245;0.1394935064935065;0.11531168831168831
169;0.6165512820512821;1.7448974358974358;0.12852564102564104;0.11925641025641025
170;0.6095454545454546;1.7590779220779222;0.13966233766233765;0.10185714285714285
171;0.6268051948051948;1.7944935064935064;0.12554545454545454;0.12114285714285714
172;0.646051282051282;1.7315128205128205;0.12203846153846154;0.1258846153846154
173;0.6257532467532467;1.7452077922077922;0.13076623376623378;0.11555844155844155
174;0.6098051948051948;1.7252987012987016;0.13427272727272727;0.10954545454545456
175;0.633102564102564;1.755217948717949;0.1268846153846154;0.11674358974358974
176;0.6177532467532467;1.7435974025974026;0.1266233766233766;0.12023376623376622
177;0.6266623376623377;1.7415844155844156;0.1242987012987013;0.11355844155844155
178;0.6283896103896104;1.7243506493506495;0.1201948051948052;0.11807792207792209
179;0.6194615384615384;1.7805;0.13898717948717948;0.10082051282051283
180;0.631;1.7800259740259743;0.12158441558441559;0.12124675324675326
181;0.6281168831168832;1.7501818181818183;0.12446753246753246;0.11154545454545454
182;0.6158974358974358;1.7198461538461538;0.12385897435897435;0.11451282051282052
183;0.6071558441558441;1.7443636363636363;0.13012987012987012;0.10770129870129869
184;0.605;1.7341558441558442;0.12693506493506496;0.11379220779220779
185;0.6195897435897436;1.749948717948718;0.12571794871794872;0.11338461538461538
186;0.6133246753246753;1.7182987012987012;0.12742857142857142;0.10802597402597403
187;0.6286883116883116;1.7336363636363639;0.11296103896103897;0.11541558441558442
188;0.6133076923076923;1.7552820512820513;0.11815384615384615;0.11221794871794873
189;0.6140519480519481;1.7175064935064934;0.12427272727272728;0.10992207792207792
190;0.6139480519480519;1.7651428571428571;0.12383116883116883;0.10644155844155843
191;0.6117179487179487;1.7220128205128207;0.12542307692307691;0.11065384615384616
192;0.609909090909091;1.7608831168831167;0.11611688311688313;0.10915584415584415
193;0.6086103896103896;1.731935064935065;0.1276233766233766;0.1116103896103896
194;0.6334871794871795;1.7772692307692308;0.11706410256410257;0.1027051282051282
195;0.6128701298701299;1.7206363636363637;0.12268831168831171;0.10235064935064936
196;0.6073636363636364;1.7562857142857144;0.12210389610389609;0.10385714285714286
197;0.6192692307692307;1.7016282051282052;0.12284615384615385;0.10512820512820512
198;0.6058051948051948;1.7534675324675324;0.11692207792207793;0.11020779220779221
199;0.6147662337662338;1.7456493506493505;0.12276623376623376;0.10435064935064935
200;0.6326025641025641;1.7434615384615386;0.12782051282051282;0.09714102564102564
